Post Link,Title,DateTime,Reactions,Shares,Desc,Images,Links,Video,All Text,Visible Comments,PostID,Reactions URL
https://www.facebook.com/yencomgh/posts/1661093577514545?match=a2FseXBvIGNoYWxsZW5nZQ%3D%3D,When the Kalypo Challenge has got you talking...,"Friday, October 7, 2016 at 4:40pm",,,The vice president of Ghana is not even as popular as common Kalypo- A Plusyen.com.gh|By M. Quarshie,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAUVdbgl4i3g3Fj&w=470&h=246&url=fbstaging%3A%2F%2Fgraph.facebook.com%2Fstaging_resources%2FMDExNjYxMDkzMzUwODQ3OTAxOjI5OTQxMjc3NQ%3D%3D&cfs=1&upscale=1&sx=0&sy=0&sw=1200&sh=628&hash=AQAZe-fa1J3QeQKk,https://www.facebook.com/l.php?u=https%3A%2F%2Fyen.com.gh%2F82022-vice-president-ghana-not-even-popular-common-kalypo-plus.html&h=XAQFphzj8&enc=AZPocrcYtz5twwOxAqDtUowMTV-uwfXUAo73SZfM8IiJV_fsf51Zg_1A7saLTdYm56Z1b1CqEMIC5sLvmxn0j4PuuzYzv_1WvGSQ9iGPvWL04mrq8Y3ExWNl6FZ8j9Yisrg8d7zX76QFZfDYReBfNEjsk0WFdivMbePSAUtfgmp_MJbiT5kkM3CtMsfO6KLSbR1N3_EUq6NHzijhDiDWPOq6&s=1,,Like PageYen.com.ghOctober 7 · When the Kalypo Challenge has got you talking...The vice president of Ghana is not even as popular as common Kalypo- A Plusyen.com.gh|By M. Quarshie,178 Comments14 Shares543143563 563LikeShow more reactionsCommentShare,1661093577514545,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1293590317350255&set=a.106133562762609.4198.100000978980881&type=3,Join the Kalypo challenge for a better Ghana,"Friday, October 7, 2016 at 8:50am",,,,https://fb-s-a-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/s526x395/14495476_1293590317350255_5648398081535364100_n.jpg?oh=ef65d5784a5b9ce75f414be9b9eb4884&oe=58C650F1&__gda__=1489758163_ffbf8d05d6f1cafb5acbd036078f9712,,,Wonderman Josh-nartOctober 7 · Join the Kalypo challenge for a better Ghana,6 Comments523156 56LikeShow more reactionsCommentShare,1293590330683587,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1139354142817543&set=a.113086058777695.26359.100002289054332&type=3,Kalypo challenge,"Saturday, October 8, 2016 at 4:36pm",,,,https://fb-s-d-a.akamaihd.net/h-ak-xal1/v/t1.0-0/p480x480/14702404_1139354142817543_7363540564075959750_n.jpg?oh=91a483e9a6d710ae848b3ddd9e321a7a&oe=58C3A16E&__gda__=1489347691_d25f432c684e521e5311c73cb6db194b,,,Nelson Darlington BlayOctober 8 ·  · Kalypo challenge,8 Comments3535 35LikeShow more reactionsCommentShare,1139354159484208,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1324860697533242&set=a.180019662017357.41819.100000279732152&type=3,The kalypo challenge is on. Little Ama joined the challenge..  #drinkitlikenana,"Thursday, October 6, 2016 at 6:53pm",,,,https://fb-s-c-a.akamaihd.net/h-ak-xpt1/v/t1.0-0/s526x395/14568258_1324860697533242_584298595103238915_n.jpg?oh=a7fd79a1a8427bf6516e4e6a92542b11&oe=58CC3384&__gda__=1489719704_77132b28e585c0867e33a01464f57edc,,,Asare Kwasi KumaOctober 6 · The kalypo challenge is on. Little Ama joined the challenge..  #drinkitlikenana Change is coming,19 Comments676175 75LikeShow more reactionsCommentShare,1324860747533237,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=10210746320318682&set=a.1529907932205.68974.1369925516&type=3,"The Kalypo Challenge,lol","Friday, October 7, 2016 at 10:30am",,,,https://fb-s-c-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/p296x100/14502796_10210746320318682_4863694975078440114_n.jpg?oh=2e0b14ac98cfd0ebb4affb9597059dd9&oe=58FBEEE3&__gda__=1489059720_824c26142ef8fdc4f8088bb3c4882217,,,"Kwabena Amo-AntwiOctober 7 · The Kalypo Challenge,lol",44 Comments4 Shares239125256 256LikeShow more reactionsCommentShare,10210746322358733,
https://www.facebook.com/niiattohmensah.sowah/posts/10205509874585209?match=a2FseXBvIGNoYWxsZW5nZQ%3D%3D,We grow pass kalypo challenge . It's sunglasses challenge with JM and Naa Oboshie #JMtoaso #Sun. gselfie,"Friday, October 7, 2016 at 8:34pm",,,,"https://fb-s-c-a.akamaihd.net/h-ak-xpa1/v/t1.0-0/p320x320/14563345_10205509873345178_7880746873919876777_n.jpg?oh=e53bf2444b0ea33fd08d0c7a58ad3e73&oe=58F90E80&__gda__=1488676770_a8c26f510f6eee58e11d8ee17f29b4be

https://fb-s-b-a.akamaihd.net/h-ak-xpt1/v/t1.0-0/p160x160/14520416_10205509874025195_3658541053182909209_n.jpg?oh=fcb7b03467c893be2ca7552624e16a85&oe=58B6EE01&__gda__=1488363582_eec217390df3f1cac58ac552e31b5111

https://fb-s-a-a.akamaihd.net/h-ak-xpa1/v/t1.0-0/s240x240/14522998_10205509874305202_342529370619793787_n.jpg?oh=72db915e0106506793b6907a2488f910&oe=58F7AA6C&__gda__=1489703342_245e142d62938a84840dc4429d1616aa",,,Nii Attoh Mensah-Sowah added 3 new photos — with Nite Abby.October 7 · We grow pass kalypo challenge . It's sunglasses challenge with JM and Naa Oboshie #JMtoaso #Sun. gselfie,19 Comments782181 81LikeShow more reactionsCommentShare,10205509874585209,
https://www.facebook.com/ghanacelebrity/posts/1265685343462579?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,#GhanaCelebrities:  Want To Join The #KalypoChallenge? – Photo Of Nana Addo Sipping Drink Has Sparked The Latest Social Media Fad,"Wednesday, October 5, 2016 at 6:49pm",,,"Want To Join The #KalypoChallenge? – Photo Of Nana Addo Sipping Drink Has Sparked The Latest Social Media FadNPP flagbearer Nana Addo Danka Akuffo-Addo has, for once at least, beaten President John Dramani Mahama and the NDC at the social media game. Nana Akuffo-Addo has all of a sudden become the trending man in the country as he’s inspired the #kalypochallenge -, an Ice Bucket like challenge that is…www.ghanacelebrities.com|By Ghanacelebrities.comSee more from Ghanacelebrities.com.Like",https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBKuMrn55EpR98e&w=470&h=246&url=http%3A%2F%2F6544-presscdn-0-22.pagely.netdna-cdn.com%2Fwp-content%2Fuploads%2F2016%2F10%2F14457507_10154867937133455_3432810629184060675_n.jpg&cfs=1&upscale=1&sx=0&sy=4&sw=720&sh=377&hash=AQCXgcNJWqMG-MnK,http://l.facebook.com/l.php?u=http%3A%2F%2Fdlvr.it%2FMPK6SY&h=xAQH2adGy&enc=AZNI085UXRTGxr-wpMWVNA-Z3Mfo1dSJEz4eB86d66scucTtxYhAepo2RrF8aXNHmrPvcTzNRoAqcwfznxoCGiJ6e0ZIJwDtCuQJUvXAnQi0L7a1TNXvOimLxiroDUeKCDqIXKLTkKOoELvcTH3Akl-j-Grvm_sufU1CqK-jXEaygpz4l1yq7uLILHNMiGXQpMbaKan-2mvbhBNDoBGjRHxo&s=1,,"Like PageGhanacelebrities.comOctober 5 · #GhanaCelebrities:  Want To Join The #KalypoChallenge? – Photo Of Nana Addo Sipping Drink Has Sparked The Latest Social Media FadWant To Join The #KalypoChallenge? – Photo Of Nana Addo Sipping Drink Has Sparked The Latest Social Media FadNPP flagbearer Nana Addo Danka Akuffo-Addo has, for once at least, beaten President John Dramani Mahama and the NDC at the social media game. Nana Akuffo-Addo has all of a sudden become the trending man in the country as he’s inspired the #kalypochallenge -, an Ice Bucket like challenge that is…www.ghanacelebrities.com|By Ghanacelebrities.comSee more from Ghanacelebrities.com.Like",5 Comments2 Shares541156 56LikeShow more reactionsCommentShare,1265685343462579,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1328755890498294&set=a.403178563056036.94645.100000916869381&type=3,Emmanuella accepted the Kalypo challenge,"Friday, October 7, 2016 at 4:32pm",,,,https://fb-s-a-a.akamaihd.net/h-ak-xpt1/v/t1.0-0/s526x395/14522861_1328755890498294_2220263147819693070_n.jpg?oh=192c356055d9c8b1efc4cf275a6f9427&oe=58C8599C&__gda__=1489548951_7391e0b1eaed5fe6a4be1b496f1fdd4a,,,Jaden Jake Haab JnrOctober 7 · Emmanuella accepted the Kalypo challenge,2 Comments53154 54LikeShow more reactionsCommentShare,1328755943831622,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=968702426592761&set=a.118052054991140.14103.100003590392175&type=3,I gve up  🙌🙌....goodnight #kalypochallenge,"Friday, October 7, 2016 at 10:24pm",,,,https://scontent.xx.fbcdn.net/v/t1.0-9/14572172_968702426592761_2304667113498777599_n.jpg?oh=a89412b506d15177bb26512984e824eb&oe=58FA394E,,,Kwaku Atta PanyinOctober 7 · I gve up  🙌🙌....goodnight #kalypochallenge,3 Comments41243 43LikeShow more reactionsShare,968703146592689,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1251566538218847&set=a.594808560561318.1073741825.100000965376250&type=3,Taking the kalypo challenge to another level,"Friday, October 7, 2016 at 12:47pm",,,,https://fb-s-a-a.akamaihd.net/h-ak-xpa1/v/t1.0-0/s526x395/14632999_1251566538218847_1330485498134953934_n.jpg?oh=d153660c5c74bf52fd666466db1f777a&oe=58BCFFA9&__gda__=1489168235_26f68ec00afccd5a2e0d03624521db68,,,Eric MensaOctober 7 · Taking the kalypo challenge to another level,7 Comments406248 48LikeShow more reactionsCommentShare,1251566568218844,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1871665103061404&set=a.1384881508406435.1073741825.100006537968209&type=3,The kalypo challenge is on#changeiscoming#amfornana#irepchange,"Saturday, October 8, 2016 at 4:18pm",,,,https://fb-s-c-a.akamaihd.net/h-ak-xat1/v/t1.0-0/s526x395/14650750_1871665103061404_8900042076110825181_n.jpg?oh=d5c9af79040c75dfea55e1fa38281641&oe=58C4B713&__gda__=1488498111_7aa11c0f060ccbba8760f5633a9cef4f,,,Richlove BaduOctober 8 · The kalypo challenge is on#changeiscoming#amfornana#irepchange,15 Comments90191 91LikeShow more reactionsShare,1871665133061401,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=10154629773949182&set=a.10150484339854182.402305.767804181&type=3,Dr Alhaji Mahamudu Bawumia joined the Kalypo challenge. #Kalpochallenge,"Thursday, October 6, 2016 at 8:39pm",,,,https://fb-s-a-a.akamaihd.net/h-ak-xla1/v/t1.0-0/p296x100/14570415_10154629773949182_4719104086047962855_n.jpg?oh=e3d4a005dc2b7efa40a3cfa1ab342fa8&oe=58CC0D2D&__gda__=1487925125_be7337ffa16d11376efffbdc6a9e1dbd,,,Man SakaraOctober 6 · Dr Alhaji Mahamudu Bawumia joined the Kalypo challenge. #Kalpochallenge,6 Comments4141 41LikeShow more reactionsCommentShare,10154629774399182,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1349656361719897&set=a.264766450208899.71493.100000266392115&type=3,I accept the kalypo challenge...#Changeiscoming#,"Wednesday, October 5, 2016 at 9:47am",,,,https://fb-s-a-a.akamaihd.net/h-ak-xat1/v/t1.0-0/p296x100/14610917_1349656361719897_9059229524360940603_n.jpg?oh=b4ec9c71a4f1644e32f8f7b2d08bfedd&oe=58B842A3&__gda__=1488678159_2def69df6cab14b96178fdd48c23c0ba,,,Sylvester EshunOctober 5 · I accept the kalypo challenge...#Changeiscoming#,6 Comments393143 43LikeShow more reactionsShare,1349656391719894,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1129303347146344&set=a.134289729981049.34030.100002000683081&type=3,Has won the kalypo challenge,"Saturday, October 8, 2016 at 1:17pm",,,,https://scontent.xx.fbcdn.net/v/t1.0-9/14601076_1129303347146344_1825856272187818168_n.jpg?oh=de758ea3e7413289990efd7464bc9f8e&oe=58F7A314,,,Ishmeal Mohammed Oboy-IshOctober 8 · Has won the kalypo challenge,1 Comment24226 26LikeShow more reactionsShare,1129303467146332,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1189586941109010&set=a.492102317524146.1073741825.100001731460587&type=3,This kalypo challenge is not gone stop now,"Thursday, October 6, 2016 at 9:59pm",,,,https://scontent.xx.fbcdn.net/v/t1.0-9/14492571_1189586941109010_6423110143460587921_n.jpg?oh=efac9a228036d1a5a4b1c87e255a7d6b&oe=58F9C3C8,,,Jalaldeen UmarOctober 6 · This kalypo challenge is not gone stop now,1414 14LikeShow more reactionsShare,1189587234442314,
https://www.facebook.com/justicekennedy.osei/posts/1129904127091763?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,Eiii this guy do all,"Saturday, October 8, 2016 at 8:30am",,,Ameyaw DebrahLike PageOctober 7 · I was about to call it a wrap and then i saw this in my gallery 😄 #kalypochallenge,"https://fb-s-c-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/s526x395/14517415_10154674088518689_5558100658868628018_n.jpg?oh=228e203e81f5c195d70ca3265a7d7271&oe=58BF02E2&__gda__=1489317001_c9e9ebc39be785b2fa4f10f3cf614169

https://www.facebook.com/images/emoji.php/v6/fd2/1/16/1f604.png",,,Juss Ossei Tutu shared Ameyaw Debrah's photo.October 8 · Eiii this guy do allAmeyaw DebrahLike PageOctober 7 · I was about to call it a wrap and then i saw this in my gallery 😄 #kalypochallenge,44 4LikeShow more reactionsCommentShare,1129904127091763,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1243100379075496&set=a.153693124682899.48969.100001266389085&type=3,Ambismarkoppong Npp  has added up to Kalypo Challenge,"Wednesday, October 5, 2016 at 1:37pm",,,,https://fb-s-d-a.akamaihd.net/h-ak-xpt1/v/t1.0-0/p296x100/14494649_1243100379075496_1774096854201441761_n.jpg?oh=ed7ffe6f95bcef3522bcc79a8ee03364&oe=58B9DC53&__gda__=1488978008_20723a01b4fab0dd8f9b5cfe25f8582c,,,Nana AfriyieOctober 5 · Ambismarkoppong Npp  has added up to Kalypo Challenge,2 Comments57158 58LikeShow more reactionsShare,1243101335742067,
https://www.facebook.com/martinsonysmart/posts/10208172397407359?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,Ok.  This guy needs to crowned over all champion of the #kalyppochallenge,"Saturday, October 8, 2016 at 10:32am",,,Ameyaw DebrahLike PageOctober 8 · It's game over #kalypochallenge,https://fb-s-d-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/p480x480/14600938_10154675877648689_1198130540446949302_n.jpg?oh=585b07207ef99e3248f9d77eb0dc2625&oe=58FCA559&__gda__=1488922930_644033f061970781e7b6df12f0e9b904,,,Martinson Smart shared Ameyaw Debrah's photo.October 8 · Ok.  This guy needs to crowned over all champion of the #kalyppochallengeAmeyaw DebrahLike PageOctober 8 · It's game over #kalypochallenge,6 Comments25732 32LikeShow more reactionsCommentShare,10208172397407359,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1394468353911498&set=a.213216662036679.60689.100000450395268&type=3,"Ohhh, this will end the kalypo challenge. This one just made my night. He won❤❤❤❤","Saturday, October 8, 2016 at 7:20pm",,,,https://fb-s-a-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/s526x395/14494852_1394468353911498_5248234288346728402_n.jpg?oh=b3b7049719d173ed6c05e727a12b660e&oe=58C68FBE&__gda__=1492679068_35867e14e2cd9ddb216bad3c2452c52a,,,"Na YaOctober 8 · Ohhh, this will end the kalypo challenge. This one just made my night. He won❤❤❤❤",2 Comments1 Share933198 98LikeShow more reactionsCommentShare,1394468390578161,
https://www.facebook.com/permalink.php?story_fbid=1834766640091187&id=100006736066430&match=a2FseXBvIGNoYWxsZW5nZQ%3D%3D,Kalypo challenge accepted,"Friday, October 7, 2016 at 9:23am",,,+2,"https://fb-s-d-a.akamaihd.net/h-ak-xfp1/v/t1.0-0/s417x417/14568225_1834766313424553_5636233408262016145_n.jpg?oh=9c5bc96f00eb020c78ec14aae9fefae5&oe=58C29508&__gda__=1489138910_508b4b997410af5e5f801a046a2bcd12

https://fb-s-c-a.akamaihd.net/h-ak-xal1/v/t1.0-0/s417x417/14601087_1834766383424546_7566649761926579309_n.jpg?oh=7ecd5ae784229f99d6aae694a6fb70c2&oe=58FA8346&__gda__=1488632643_bf7be6879fe60cfc10e61ec8fab3b338

https://fb-s-a-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/s280x280/14519682_1834766486757869_7611887639184833470_n.jpg?oh=9aa85e796095a7b4e57e047d02d0e7bf&oe=58F55E5B&__gda__=1489516665_967d2adf27de098cd3ddc8f0663568a2

https://fb-s-c-a.akamaihd.net/h-ak-xaf1/v/t1.0-0/s280x280/14563461_1834766523424532_5197355581248485315_n.jpg?oh=0104708c3c8e3c86ceba9dd473c01002&oe=58F7C719&__gda__=1492945938_98af2cba106eed91f22b4346dc5c0f94

https://fb-s-a-a.akamaihd.net/h-ak-xpa1/v/t1.0-0/s280x280/14570486_1834766550091196_5090218463650074897_n.jpg?oh=68c4f682de407ea481ea382e05bd30d2&oe=58BFFAD4&__gda__=1488882710_772db2243d06d12432b10ca3c52d3caa",,,Debiousderby Yemofio added 6 new photos — with Osonoba Nana.October 7 · Kalypo challenge accepted+2,10 Comments1 Share77279 79LikeShow more reactionsCommentShare,1834766640091187,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=10207099145107937&set=a.1270323649116.2033842.1560625125&type=3,One kalypo one vote for change #iam4nana #iam4change,"Thursday, October 6, 2016 at 5:57pm",,,,https://fb-s-d-a.akamaihd.net/h-ak-xap1/v/t1.0-0/s480x480/14591722_10207099145107937_6000890465036112434_n.jpg?oh=79c3b160525b5626e86193e01900ac7e&oe=58FC9EAC&__gda__=1492788170_0c4c6545eb35ae5372807272d4d0bc6e,,,Fuseini Bawah feeling motivated from the kalypo challenge response with Ohemaa Afia Bossman and 2 others.October 6 · One kalypo one vote for change #iam4nana #iam4change,14 Comments2 Shares632166 66LikeShow more reactionsCommentShare,10207099145747953,
https://www.facebook.com/marfo.ekuoba/posts/1171396122899038?match=a2FseXBvIGNoYWxsZW5nZQ%3D%3D,How can I miss the kalypo challenge after a hectic day?# CheersNana#,"Thursday, October 6, 2016 at 8:16pm",,,,"https://fb-s-d-a.akamaihd.net/h-ak-xtl1/v/t1.0-0/p320x320/14572979_1171395772899073_7986422159986905849_n.jpg?oh=9167d827eb82bdd39dd4c2ee57511ea0&oe=58BD2A0A&__gda__=1488320018_5fc60d90e3e2c234b9bcacf55af111e4

https://fb-s-a-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/s280x280/14519860_1171395899565727_8740850213010926355_n.jpg?oh=8fb09951771d8fdafba8ca055a1400f8&oe=58C77ABA&__gda__=1487981976_cd0c3bd0b5d82cc809d082c568b0f33d

https://fb-s-a-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/s280x280/14495416_1171396082899042_9171555943220366544_n.jpg?oh=b4e5d5cca03365f93af034be60a68238&oe=58B19757&__gda__=1487967349_afa769790c5f22f608859ec0ef5f47b7",,,Immanuel Ekuoba Marfo added 3 new photos.October 6 · How can I miss the kalypo challenge after a hectic day?# CheersNana#,6 Comments20076213 213LikeShow more reactionsCommentShare,1171396122899038,
https://www.facebook.com/bongo.romior/posts/1076650762449941?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,Lol..... U better give up,"Saturday, October 8, 2016 at 9:09am",,,Ameyaw DebrahLike PageOctober 7 · I give up...goodnight #kalypochallenge,https://scontent.xx.fbcdn.net/v/t1.0-9/14484871_10154674282528689_2123529189760671744_n.jpg?oh=261ebcd1d2976af38492d1eb80063e80&oe=58B35A56,,,David Talent shared Ameyaw Debrah's photo.October 8 · Lol..... U better give upAmeyaw DebrahLike PageOctober 7 · I give up...goodnight #kalypochallenge,1 Comment23124 24LikeShow more reactionsShare,1076650762449941,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=309876732723699&set=a.122338574810850.1073741826.100011041241519&type=3,And my mentor Peter Mac Manu sipps his kalypo for change.#KalypoChallenge.!!!!!,"Friday, October 7, 2016 at 10:13am",,,,https://fb-s-a-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/s552x414/14502894_309876732723699_6678524074802403987_n.jpg?oh=44b617ffcd0316cc7457565eca084e4f&oe=58F6CFCC&__gda__=1488148065_d73ffc6c8b89a6339f7f4300856f01a8,,,Prince LivingOctober 7 · And my mentor Peter Mac Manu sipps his kalypo for change.#KalypoChallenge.!!!!!,33 3LikeShow more reactionsCommentShare,309876786057027,
https://www.facebook.com/markedmundbanson/posts/758217510984309?match=a2FseXBvIGNoYWxsZW5nZQ%3D%3D,Ok guys this kalypo challenge is going too far...,"Sunday, October 9, 2016 at 4:43pm",,,,"https://fb-s-b-a.akamaihd.net/h-ak-xlt1/v/t1.0-0/s480x480/14642260_758217427650984_7016211522196819006_n.jpg?oh=478a4d3d2c38d9dec79dd30a7abb3700&oe=58C6EE86&__gda__=1489675680_68f31cb2105a2d46c9f73f20d726d9e1

https://fb-s-c-a.akamaihd.net/h-ak-xtf1/v/t1.0-0/s480x480/14600963_758217467650980_9135402326082797919_n.jpg?oh=25ee16b92f9891cc6623f0f8908b9067&oe=58C78BC0&__gda__=1488454356_64165380573f055e708602c15129fd49",,,Wycleyf Skylhar Banson added 2 new photos.October 9 · Ok guys this kalypo challenge is going too far...,5 Comments3 Shares20222 22LikeShow more reactionsCommentShare,758217510984309,
https://www.facebook.com/permalink.php?story_fbid=1667443753569660&id=100009121554650&match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,"Okudzato Ablakwa y? Go buy kalypo k3K3 , u make our 57 young old prez wait dis way? Aahhh! I vex paaa !","Friday, October 7, 2016 at 9:21pm",,,Ameyaw DebrahLike PageOctober 7 · 😭😭😭 it can pain oh #kalypochallenge,"https://fb-s-a-a.akamaihd.net/h-ak-xat1/v/t1.0-0/p480x480/14591774_10154674284593689_7061251655665653248_n.jpg?oh=68405fba691ca857666d8b6d9f33bc57&oe=58CB8F47&__gda__=1488185499_baaf384ec869557efe3019d335d65dd1

https://www.facebook.com/images/emoji.php/v6/f40/1/16/1f62d.png

https://www.facebook.com/images/emoji.php/v6/f40/1/16/1f62d.png

https://www.facebook.com/images/emoji.php/v6/f40/1/16/1f62d.png",,,"Ghaff Bwoy shared Ameyaw Debrah's photo.October 7 · Okudzato Ablakwa y? Go buy kalypo k3K3 , u make our 57 young old prez wait dis way? Aahhh! I vex paaa !Ameyaw DebrahLike PageOctober 7 · 😭😭😭 it can pain oh #kalypochallenge",88 8LikeShow more reactionsCommentShare,1667443753569660,
https://www.facebook.com/boama.kyeremeampaabeng/posts/1206344456095535?match=a2FseXBvIGNoYWxsZW5nZQ%3D%3D,Who I am not to join the kalypo challenge,"Saturday, October 8, 2016 at 11:41am",,,+3,"https://fb-s-c-a.akamaihd.net/h-ak-xfa1/v/t1.0-0/p235x165/14581496_1206342676095713_7480237791629080637_n.jpg?oh=e2193621e45cc080cf77a3725725ae5f&oe=58C4AA40&__gda__=1488783308_09e4416f510e84ce881c13751892dabe

https://fb-s-b-a.akamaihd.net/h-ak-xpt1/v/t1.0-0/p235x165/14516457_1206343322762315_442697436628022834_n.jpg?oh=5810b27684e0a365165043596c40a2ff&oe=58B6B562&__gda__=1488032382_f0624c22e7b12de7d8c8802d349e3b4c

https://fb-s-b-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/s280x280/14523229_1206343459428968_7490448714860007011_n.jpg?oh=e11f57bc2ead923dd3e5c3faff2ecf54&oe=58F6C14E&__gda__=1492777836_5674acf0810f9924a5c23e7f1afc379f

https://fb-s-a-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/s280x280/14520546_1206343619428952_8794135178175769112_n.jpg?oh=a6d46bd1b8041b66c969672a1a53045a&oe=58F9DE7A&__gda__=1488521816_6f4542459e660bd096efc5ee714198de

https://fb-s-d-a.akamaihd.net/h-ak-xpt1/v/t1.0-0/p160x160/14484810_1206344009428913_8157727496334143546_n.jpg?oh=45e757cf722b04c2d753854eead34e88&oe=58C213DE&__gda__=1488483541_2e9625600ee5b5ac8c1a6243c3965fb7",,,Boama Kyereme Ampaabeng added 7 new photos.October 8 · Who I am not to join the kalypo challenge+3,10 Comments32133 33LikeShow more reactionsCommentShare,1206344456095535,
https://www.facebook.com/Ghinformed1/photos/a.222797921236132.1073741827.213063172209607/659336444248942/?type=3,#Kalypochallenge,"Sunday, October 9, 2016 at 9:13am",,,,https://fb-s-c-a.akamaihd.net/h-ak-xta1/v/t1.0-0/p480x480/14563362_659336444248942_7733056776300628255_n.jpg?oh=3b8bd9032afc340dd64e21df16800e33&oe=58CC43F9&__gda__=1492977846_2b50e7f7d343ff2975923114d59dc0cb,,,Like PageGHinformedOctober 9 · #Kalypochallenge,2 Shares88 8LikeShow more reactionsCommentShare,659336444248942,
https://www.facebook.com/azumah.bright/posts/1684675791559628?match=a2FseXBvIGNoYWxsZW5nZQ%3D%3D,"Is the Kalypo challenge over???  I want someone to dare me😂😂😂😂😂😂😂.. ","Wednesday, November 16, 2016 at 6:29pm",,,,,,,Azumah Jim-senyo IfunanyaNovember 16 at 6:29pm · Is the Kalypo challenge over???  I want someone to dare me😂😂😂😂😂😂😂..  #NoWhereLikeGh😂😂😂😂😂😂,6 Comments22123 23LikeShow more reactionsShare,1684675791559628,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1156791381072224&set=a.393225127428857.95846.100002241182443&type=3,"The kalypo challenge happing all , NANA B3BA 2016","Monday, October 10, 2016 at 3:30pm",,,,https://fb-s-d-a.akamaihd.net/h-ak-xpl1/v/t1.0-0/s526x395/14563534_1156791381072224_5936811943664594838_n.jpg?oh=3232568ebdb6ec97cb61f6d79f0a21c7&oe=58F9976A&__gda__=1488402120_31d5d93141fe352babfe7d1e4498eb84,,,"Abonjua Father FelixOctober 10 · The kalypo challenge happing all , NANA B3BA 2016",1 Comment55 5LikeShow more reactionsCommentShare,1156791401072222,
https://www.facebook.com/permalink.php?story_fbid=1617881615179417&id=1617783978522514&match=a2FseXBvY2hhbGxlbmdl,#KalyppoChallenge #Kalyppo,"Wednesday, October 12, 2016 at 6:43pm",,,+2,"https://scontent.xx.fbcdn.net/v/t1.0-9/s851x315/14729328_1617881465179432_4230738696994204090_n.jpg?oh=2644db3b9e7765ea802545c9ba80f0c1&oe=58CBEAB6

https://fb-s-a-a.akamaihd.net/h-ak-xla1/v/t1.0-0/p160x160/14520428_1617881475179431_1430870787006452905_n.jpg?oh=67b3276d2818021ec8ef9c4007a2dbc7&oe=58BF698A&__gda__=1488921391_b86545d46a6d52bf85cb42a8496ed6ba

https://fb-s-d-a.akamaihd.net/h-ak-xpl1/v/t1.0-0/p160x160/14702216_1617881471846098_4027594257739226527_n.jpg?oh=12a7413e89c03f687a6b37589d18ad0e&oe=58C3423C&__gda__=1489562014_6d60d072bbf0f2873bde8fce44e08eb5

https://fb-s-d-a.akamaihd.net/h-ak-xap1/v/t1.0-0/s280x280/14718640_1617881505179428_8056023884602559324_n.jpg?oh=8e709255181abad455e9eb5da92a4ac5&oe=58CC2A88&__gda__=1488217271_735fef2cb776c96dc7298c532736530d",,,Like PageKalypoChallenge added 5 new photos.October 12 · #KalyppoChallenge #Kalyppo+2,11 1LikeShow more reactionsCommentShare,1617881615179417,
