Title,DateTime,Post Number,
#kalypochallenge,10/7/16 9:10 AM,878,
OK... Mr.  Jentle K. Mike Early days yet but still worth considering... Pic of the day,10/7/16 9:12 AM,828,
These and more pictures will show you that First Lady Lordina Mahama has supported Made-In-Ghana fashion since before she took office.  It is great that Opana is now following.  #KalypoChallenge #JMToaso #VoteJM2016 #BA4JM,10/7/16 9:13 AM,95,
#kalypochallenge,10/7/16 9:13 AM,656,
#kalypochallenge,10/7/16 9:13 AM,753,
#kalypochallenge,10/7/16 9:13 AM,763,
#kalypochallenge,10/7/16 9:14 AM,868,
#kalypochallenge,10/7/16 9:15 AM,766,
#kalypochallenge,10/7/16 9:15 AM,887,
#kalypochallenge,10/7/16 9:16 AM,601,
#kalypochallenge,10/7/16 9:16 AM,606,
#kalypochallenge,10/7/16 9:16 AM,608,
#kalypochallenge,10/7/16 9:16 AM,652,
#kalypochallenge,10/7/16 9:16 AM,765,
#kalypochallenge,10/7/16 9:17 AM,603,
#kalypochallenge,10/7/16 9:17 AM,764,
#kalypochallenge,10/7/16 9:17 AM,865,
Let me do some er! #kalypochallenge#,10/7/16 9:20 AM,180,
Retweeted dannyblaise (@dannyblaise7):,10/7/16 9:20 AM,377,
Retweeted dannyblaise (@dannyblaise7):,10/7/16 9:20 AM,399,
Retweeted I AM FOR MAHAMA (@IAMFORMAHAMA):,10/7/16 9:21 AM,372,
#kalypochallenge,10/7/16 9:21 AM,465,
#kalypochallenge #changeiscoming #Nanaakufoaddo #Nanabeba #againstfobesu,10/7/16 9:21 AM,735,
#kalypochallenge,10/7/16 9:21 AM,884,
#kalypochallenge,10/7/16 9:22 AM,665,
Kalypo challenge accepted,10/7/16 9:23 AM,497,
Kalypo extra extra large . nana addo no size . change is a must,10/7/16 9:28 AM,357,
Change is coming. Ernest Kyeremateng Florent Jayb When will you drop your kalypo selfies #kalypochallenge,10/7/16 9:33 AM,116,
Naano,10/7/16 9:34 AM,1049,
"KALYPO CHALLENGE (with logoligi straw) Promoting Made-in-Ghana products is not about just saying it and doing something else. John Mahama says we should use products made-in-Ghana, but he was wearing a Swiss-made Gold watch, and an Italian-made shoe. That kind of promotion doesn't work. Nana Addo didn't go about saying we should use made-in-Ghana products.... He was just captured doing what he does everyday, Sipping his made-in-Ghana Kalypo. Today, Kalypo is a Hot Cake, everyday Ghanaian is grabbing a made-in-Ghana Kalypo. The demand for Kalypo has soared, and the producers of Kalypo are manufacturing more boxes, and they are making huge profit. That's how we promote Made-in-Ghana products. Grab your Kalypo, Sip it through the 'Amelica logoligi' straw, Sip the nutritiously juicy juice in Confidence that Nana is coming to save our nation. As you sip the nutritiously juicy juice, you will see something (wo b£ hu ade£)  #kalypochallenge #kalypofrenzy #ariseforchange #iamforchange See More",10/7/16 9:38 AM,611,
Dassor😂😂😂😂😂😂😂😂😂,10/7/16 9:39 AM,743,
Chale challenge taking to the next level.. Nana Oti Barimah Manuel EK Asante Ike Brown Drastic  #kalypochallenge  #changeiscoming,10/7/16 9:54 AM,214,
Shantoni and moi in the kalypo challenge,10/7/16 9:59 AM,965,
Eeeeeiiiiii Asem ooooo......#KalypoChallenge,10/7/16 10:05 AM,683,
And my mentor Peter Mac Manu sipps his kalypo for change.#KalypoChallenge.!!!!!,10/7/16 10:13 AM,501,
"New And for Kalypo:""Even the next President drinks it.Support made in Ghana goods.#KalypoChallenge.!!!!!",10/7/16 10:14 AM,1013,
And my mentor Freddie Blay sipps his kalypo for change.#KalypoChallenge.!!!!!!,10/7/16 10:15 AM,263,
My Boss Bugri Naabu join the kalypo challenge.#KalypoChallenge.!!!!!,10/7/16 10:15 AM,429,
And the Prophetically Prophetical Prophetic prophet Dr Mahamadu Bawumia sipps his kalypo for change.#KalypoChallenge.!!!!!,10/7/16 10:15 AM,848,
#kalypochallenge Me too I drink some ooooooo,10/7/16 10:18 AM,6,
#kalypochallenge Me too I drink some ooooooo,10/7/16 10:18 AM,1054,
We're taking the kalypo challenge to every corners of the country#kalypo challenge inside OK supermarket#wht aa u waiting for?,10/7/16 10:22 AM,531,
"The Kalypo Challenge,lol",10/7/16 10:30 AM,482,
"The #KalypoChallenge  continues unabated. The idea behind it is that, there is a political leader seeking to climb the seat of presidency. Among his primary idea is 1 district 1 factory. He exhibit commitment to prosecute this idea by patronising made in Ghana drink ie Kalypo. As his follower, I reflect the shadow of my leader. Breakfast can't be better without Nana Addo's drink-Kalypo. Kalypo Ey3 d3 papa.  #PatronizeMadeInGH... #1District1Factory #NanaB3ba  #AriseForChange See More",10/7/16 10:32 AM,35,
"i also want to do the kalypo challenge, can i get somebody to get my kalypo, one box will be okay",10/7/16 10:32 AM,107,
"The #KalypoChallenge  continues unabated. The idea behind it is that, there is a political leader seeking to climb the seat of presidency. Among his primary idea is 1 district 1 factory. He exhibit commitment to prosecute this idea by patronising made in Ghana drink ie Kalypo. As his follower, I reflect the shadow of my leader. Breakfast can't be better without Nana Addo's drink-Kalypo. Kalypo Ey3 d3 papa.  #PatronizeMadeInGH... #1District1Factory #NanaB3ba  #AriseForChange See More",10/7/16 10:32 AM,1098,
Kalypo challenge😉😉,10/7/16 10:47 AM,940,
#Kalypochallenge. Change is eminently coming.,10/7/16 10:48 AM,121,
"1. Mahama and his wife started campaigning with chocolate, 2 week later the cocoa processing company shut down and sacked half of its workers.",10/7/16 10:51 AM,270,
So even in opposition @NAkufoAddo and @MBawumia are creating jobs and a new business opportunity? #Kalypo #KalypoChallenge https://t.co/WOreu31D22,10/7/16 10:52 AM,671,
Even in opposition @NAkufoAddo and @MBawumia are creating jobs and a new business opportunity? #Kalypo #KalypoChallenge https://t.co/kwaZjM6b1Q,10/7/16 10:53 AM,568,
Sipping kalypo whiles on duty  #kalypochallenge #drinklikenana,10/7/16 10:54 AM,94,
Simple,10/7/16 10:55 AM,1014,
"Like seriously I dey sell scissors but my hair is bushy. Am making advert for #kalypochallenge but I no get some suck yet. Abeg there is shortage of kalypo in my Hood, if u get some in ur Hood halls me fast",10/7/16 10:57 AM,288,
I got Love for Nana !!! And I got love for Kalypo !! 3y3 logiligi Straw #Kalypo #NanaAddo #Kalypochallenge,10/7/16 11:00 AM,231,
Retweeted Biggie (@biggiemanafrica):,10/7/16 11:07 AM,706,
#Kalypochallenge# patronise made in Ghana product and avoid that thing in a flask.....,10/7/16 11:12 AM,13,
#Kalypochallenge# patronise made in Ghana product and avoid that thing in a flask.....,10/7/16 11:12 AM,1068,
#Kalypochallenge# patronise made in Ghana product and avoid that thing in a flask.....,10/7/16 11:12 AM,1071,
Retweeted Ameyaw Debrah (@ameyaw112):,10/7/16 11:13 AM,346,
Retweeted Aaron Pelu (@dadaronpel):,10/7/16 11:16 AM,348,
He took #Kalypo when he went for the funeral of the late Chairman Adams. You forgotten so soon? The Lord Taliban needed to increase his sugar level.. #Diabetics. Lord Taliban can't do without food or else's...,10/7/16 11:20 AM,380,
"#Dr.#Mahamudu #Bawumia,Happy Birthday.l thank God for your life.May He continue to bless you and use you to shape the our generation and the future of our nation.Stay blessed.#KalypoChallenge.!!!!!",10/7/16 11:22 AM,82,
#kalypochallenge,10/7/16 11:30 AM,875,
Ghanaians dey joke too much.... Hahaha,10/7/16 11:38 AM,893,
The things I want to do to this Kalypo err,10/7/16 11:53 AM,21,
The things I want to do to this Kalypo err,10/7/16 11:53 AM,1060,
I go drink kalypo saaa till I get diabetes 😂😂😂😂😂😂😂 #kalypochallenge,10/7/16 12:06 PM,92,
Man 20 has appeared before the Accra Circuit Court for giving a young lady jollof mixed with Ganja. #kalypo #KalypoChallenge yeahhh https://t.co/h64UYKdyWP,10/7/16 12:06 PM,627,
So if u take part in the #KalypoChallenge are u supporting NANA 🤔🤔🤔🤔?,10/7/16 12:07 PM,308,
#kalypochallenge #kalypo4change #nana4prez We are for Nana Addo,10/7/16 12:13 PM,229,
"@last, i finally got ma #kalypochallenge... am enjoying wif  Ahaji...  #kalyposlfie....!!! #NPPsizeless ..!!! #Champion...!!! #Notime...",10/7/16 12:23 PM,185,
Winners of the #KalypoChallenge are.... 😂😂,10/7/16 12:32 PM,182,
[Photos]: Nana Addo boost sales for Kalypo ,10/7/16 12:32 PM,424,
"The #kalypo euphoria  has taken the nation as a storm, so will the #npp  Take de nation... #changIsComing #NanaAddo",10/7/16 12:32 PM,722,
Taking the kalypo challenge to another level,10/7/16 12:47 PM,487,
I'm nominating him as the winner of the #KalypoChallenge .. What do you think ?,10/7/16 1:09 PM,22,
I'm nominating him as the winner of the #KalypoChallenge .. What do you think ?,10/7/16 1:09 PM,1066,
I'm nominating him as the winner of the #KalypoChallenge .. What do you think ?,10/7/16 1:09 PM,1069,
hehehe,10/7/16 1:11 PM,738,
#kalypochallenge,10/7/16 1:12 PM,908,
The challange is now in packs oooo 🙌🏿🙌🏿🙌🏿🇳🇱🇳🇱🇳🇱,10/7/16 1:15 PM,217,
#kalypochallenge,10/7/16 1:15 PM,870,
#kalypochallenge,10/7/16 1:16 PM,873,
Retweeted dannyblaise (@dannyblaise7):,10/7/16 1:19 PM,381,
#Nanaforchange #Kalypochallenge,10/7/16 1:22 PM,730,
But Nana Addo has done more market for Kalypo ooooo. Kwe3 #kalypoChallenge,10/7/16 1:48 PM,247,
Hahaha hah best so far. 👏👏👏👏,10/7/16 2:10 PM,570,
The kalypo challenge still continues.Let's promote made in Ghana. A deginify locally made fruit drink .,10/7/16 2:25 PM,985,
And then there was a #Kalypo bow tie #KalypoChallenge #NanaB3ba,10/7/16 2:32 PM,266,
😱 this nigga do all,10/7/16 2:34 PM,427,
#KALYPOCHALLENGE  #NANAB3BA,10/7/16 2:35 PM,736,
#KalypoChallenge,10/7/16 2:35 PM,909,
FB: What's on your mind? Me: KALYPO. #kalypochallenge,10/7/16 2:36 PM,583,
#kalypochallenge@lawyerkwameboafoakuffo,10/7/16 2:38 PM,234,
#KALYPPO MINDED ♤♤♤♤♤#KalypoChallenge,10/7/16 2:43 PM,449,
People won't kill me with this kalypo challenge anyway I want pineapple 🍍 flavour to take mine,10/7/16 2:52 PM,831,
#KalypoChallenge,10/7/16 2:53 PM,680,
"First,  it was the #usainboltchallenge.  Now trending is a certain #kalypochallenge. Guess what's next...!",10/7/16 3:07 PM,129,
Kalypo madness,10/7/16 3:07 PM,279,
This Kalypo challenge is getting out of hand oooo,10/7/16 3:07 PM,771,
hehehe the Fever catch mee ooooo...hw ah go do am  #kalypochallenge #keepmoving,10/7/16 3:09 PM,191,
"My brother understands the kalypo challenge, 3y3 l)g)ligi straw",10/7/16 3:11 PM,992,
#KalypoChallenge one man one kalypo #Bam,10/7/16 3:28 PM,45,
"Nana Araba Bedua Whyte, I challenge u to post ur pic sipping KALYPO. #kalypochallenge",10/7/16 3:30 PM,416,
The kalypo challenge is still ongoing .i laugh in mahama flask,10/7/16 3:35 PM,509,
One man one Kalypo #KalypoChallenge,10/7/16 3:35 PM,524,
"I've been off Facebook for sometime now, but the #KalypoChallenge has brought me back. We are for change and we are drinking for change. #GhettoSideOfLifeKalypoSipping. #PatronizeMadeInGhanGoods #AriseForChange.",10/7/16 3:43 PM,370,
"By the virtue of power vested in me , I have ended the kalypo challenge before things get out of hands",10/7/16 3:43 PM,981,
Have you joined the Kalypo Challenge?,10/7/16 3:46 PM,941,
Retweeted Mac-Jordan (@MacJordaN):,10/7/16 3:49 PM,599,
Drop ur kalypo challenge pictures...OneDem,10/7/16 3:55 PM,770,
#MadeInGhana #KalypoChallenge #ChangeIsComing #LooknSay,10/7/16 4:05 PM,898,
An aircon specialist says the kalypo challenge for change is real...Ayeka Arise for change,10/7/16 4:12 PM,529,
"😂😂😂😂😂 I just found this pic, hilarious. People getting creative with  #kalyppo #kalypochallenge  Drink Kalypo for vitality! Mini poo nñ)) n3k33!",10/7/16 4:15 PM,277,
#kalypochallenge#ariseforchange#changeiscoming#nanab3ba,10/7/16 4:16 PM,762,
"#kalypochallenge or #coconutchallenge Which do you prefer? One wonders why CPP has started a coconut challenge when PNC still exists. Shouldn't CPP start, eat a local cockerel challenge?... #LikeCommentShare See More",10/7/16 4:22 PM,14,
Kalypo challenge. #madeingh#,10/7/16 4:22 PM,523,
"#kalypochallenge or #coconutchallenge Which do you prefer? One wonders why CPP has started a coconut challenge when PNC still exists. Shouldn't CPP start, eat a local cockerel challenge?... #LikeCommentShare See More",10/7/16 4:22 PM,1062,
Emmanuella accepted the Kalypo challenge,10/7/16 4:32 PM,485,
The beauty of kalypo challenge,10/7/16 4:33 PM,982,
When the Kalypo Challenge has got you talking...,10/7/16 4:40 PM,478,
We are for change  #iamforchange #Nanabeba #Kalypochallenge,10/7/16 4:43 PM,79,
But the #KalypoChallenge pain people paaa ooo.... Propaganda gone wrong 💯😜😜😜😜😜😂😂😂😂,10/7/16 4:47 PM,87,
Shortage of kalypo bt still kalypo challenge,10/7/16 4:48 PM,933,
#KalypoChallenge accepted ,10/7/16 5:02 PM,160,
My favourite hash to tag #Kalypochallenge.,10/7/16 5:04 PM,192,
"Boi. ..No wonder,yaanom mpo will soon join the NANA ADDO kalypo challenge to change them.Lol",10/7/16 5:11 PM,817,
#Kalypochallenge d33d3w,10/7/16 5:21 PM,39,
Edson Nkansah somebody beat u to it ooo #KalypoChallenge,10/7/16 5:23 PM,290,
#kalypochallenge URule!,10/7/16 5:25 PM,215,
Retweeted Kobbykindle (@Kakraba_kobs): @da_zib y u no dey do #KalypoChallenge sme?,10/7/16 5:30 PM,456,
Bless you all ZONGÒ FOR CHANGE,10/7/16 5:33 PM,696,
The biggest brain and center nut behind the women wing Otiko Afisah C Djaba  ( national women organizer) also accepted the Kalypo challenge ......,10/7/16 5:43 PM,822,
Kalypo Challenge Craziness 😂😂😂😂 #kalypochallenge #accra #ghana,10/7/16 5:45 PM,163,
Great men walk their talks. That is what the ndc gov't always does. #JM Zang tugi,10/7/16 5:52 PM,407,
"JM has accepted the #kalypochallenge and just so you remember it's the weekend, so have a laugh.",10/7/16 5:55 PM,99,
Ooooh u take over,10/7/16 6:01 PM,510,
... and the WINNER of the #KalypoChallenge is!!  😂😂😂 #UDS360,10/7/16 6:06 PM,423,
The call for change is getting more louder. Pls check out ashaiman today and you will see what i mean.  Suprisingly the #kalypochallenge is featuring there. Tell me if Ghananians are not for change.,10/7/16 6:16 PM,320,
Can't stop laughing  #KalypoChallenge #CoconutIsBetter,10/7/16 6:21 PM,315,
It's amazing how God can make your enemies promote you with their actions  without their knowledge. It happened to Esther in the Bible and it's happening again to Nana Addo. #KalypoChallenge #ChangeIsComing,10/7/16 6:28 PM,395,
This one is a cheat #kalypochallenge ☠,10/7/16 6:31 PM,12,
This one is a cheat #kalypochallenge ☠,10/7/16 6:31 PM,1065,
Where can I get kalypo to buy...whole sale? I wan turn kalypo retailer... #KalypoChallenge  #Kalfie...,10/7/16 6:47 PM,851,
And the winner of the #kalypochallenge ...,10/7/16 6:51 PM,254,
It was kalypo challenge this morning @ tarkwa,10/7/16 7:06 PM,939,
#challengeisaccepted,10/7/16 7:08 PM,469,
"Ah well, am i not a ghanaian entitled to freedom of choice??? I choose Kalyppo. #kalyppo Squids + kalyppo= lunch. #kalypochallenge... If you cant beat them🙅🙅🙅, .......join Us🙆🙆🙆!!!!! See More",10/7/16 7:11 PM,47,
NDC supporters monitoring #Kalypochallenge like 👇👇😂😄... Adey sell kalyppo now bulk quantities interested hit me #Changeiscominglikekakai👺,10/7/16 7:17 PM,55,
#kalypochallenge,10/7/16 7:17 PM,897,
NDC supporters monitoring #Kalypochallenge like 👇👇😂😄... Adey sell kalyppo now bulk quantities interested hit me #Changeiscominglikekakai👺,10/7/16 7:17 PM,1095,
#kalypochallenge,10/7/16 7:21 PM,1016,
#kalypochallenge,10/7/16 7:22 PM,1030,
Been moving around the whole of Prague in search of #Kalypo #KalypoChallenge #GhanaDeservesBetter,10/7/16 7:23 PM,309,
#KalypoChallenge,10/7/16 7:29 PM,682,
The call for change is getting more louder. Pls check out ashaiman today and you will see what i mean.  Suprisingly the #kalypochallenge is featuring there. Tell me if Ghananians are not for change.,10/7/16 7:32 PM,299,
Felix Abapugi...ope u ok now😉,10/7/16 7:32 PM,713,
Retweeted Eghan (@eghanacquah):,10/7/16 7:35 PM,388,
How bad I want to join the kalypo challenge. I r Don't have kalypo in Germany ������. #change is here,10/7/16 7:35 PM,983,
If you cant beat them just join them #KalypoChallenge #believe_that #CosStillGodIsInControl #Ab3nB3Bom... #TeamVN See More,10/7/16 7:45 PM,343,
"LOL, I can't think far!!!",10/7/16 7:51 PM,693,
JM toaso saaaaaaaaaaaaaaw,10/7/16 7:51 PM,886,
he killed it,10/7/16 7:54 PM,758,
I was about to call it a wrap and then i saw this in my gallery 😄 #kalypochallenge,10/7/16 7:57 PM,20,
I was about to call it a wrap and then i saw this in my gallery 😄 #kalypochallenge,10/7/16 7:57 PM,1074,
Last pic for d day  #KalyppoChallenge#,10/7/16 8:00 PM,740,
Ghanaians play too much,10/7/16 8:00 PM,747,
This one is a cheat #kalypochallenge ☠ Copied: Ameyaw Debrah,10/7/16 8:03 PM,175,
Okay this guy deserves to be crowned the ultimate winner of #kalypochallenge 👏👏,10/7/16 8:04 PM,17,
Okay this guy deserves to be crowned the ultimate winner of #kalypochallenge 👏👏,10/7/16 8:04 PM,1063,
And the winner of the #kalypochallenge ...,10/7/16 8:06 PM,167,
This kalypo thing is getting out of hand 😂😂😂 Kojo Botwe you drink your own 😂😂,10/7/16 8:07 PM,668,
Oh God! Am soooooo done!!!! 😂😂😂😂😂😂😂,10/7/16 8:09 PM,1003,
Eeei pressure,10/7/16 8:13 PM,610,
Kalyppo natural juice drink is the best option to rejuvenate and revitalize you in a hot sunny day. Available in 250ml packs.Kalyppo is the juice for all age groups and all occasions. Make your healthy choice. Drink Kalyppo everyday.,10/7/16 8:16 PM,397,
#PulseNews Kalyppo responds to 'Nana Kalyppo Challenge'.,10/7/16 8:19 PM,5,
#PulseNews Kalyppo responds to 'Nana Kalyppo Challenge'.,10/7/16 8:19 PM,1053,
1st Runner Up #KalypoChallenge,10/7/16 8:21 PM,334,
My Madam killed it #Kalypochallenge,10/7/16 8:23 PM,150,
😂😂😂,10/7/16 8:27 PM,1037,
1st Runner Up of the on going #KalypoChallenge,10/7/16 8:30 PM,340,
Retweeted Ameyaw Debrah (@ameyaw112):,10/7/16 8:31 PM,435,
I also accepted da challenge.  #kalypo,10/7/16 8:31 PM,810,
Best kalypo challenge so far..💯,10/7/16 8:33 PM,967,
1st Runner Up of the ongoing #KalypoChallenge (Under 12),10/7/16 8:34 PM,78,
Heheheh crazy,10/7/16 8:34 PM,422,
We grow pass kalypo challenge . It's sunglasses challenge with JM and Naa Oboshie #JMtoaso #Sun. gselfie,10/7/16 8:34 PM,483,
Kalypo 🍸,10/7/16 8:37 PM,628,
#kalypochallenge #onedistrict #onefactory,10/7/16 8:37 PM,861,
"Hahahahhahaaaahahahahahahhahahahahahahahahahahahahaha .... My in , my rib",10/7/16 8:41 PM,184,
"Oh good night,I don't think we will find the winner of the kalyppo challenge any time soon",10/7/16 8:45 PM,720,
Winner #KalypoChallenge ,10/7/16 8:47 PM,256,
Kalypo Challenge Is Trending,10/7/16 8:48 PM,953,
Charley this guy win,10/7/16 8:49 PM,695,
The kalypo fiesta,10/7/16 8:49 PM,779,
Kalipo Sales Deffinatey On The Rise..  .. ..  Rj,10/7/16 8:56 PM,755,
#kalypochallenge,10/7/16 9:08 PM,461,
😭😭😭 it can pain oh #kalypochallenge,10/7/16 9:10 PM,23,
And the best Kalypo challenge goes to...👇👇👇,10/7/16 9:10 PM,932,
😭😭😭 it can pain oh #kalypochallenge,10/7/16 9:10 PM,1076,
JM gara ningbi tori. Changing Lives Transforming Ghana,10/7/16 9:15 PM,408,
dis be 1gallon.,10/7/16 9:16 PM,428,
"Okudzato Ablakwa y? Go buy kalypo k3K3 , u make our 57 young old prez wait dis way? Aahhh! I vex paaa !",10/7/16 9:21 PM,503,
Loooool. We play too much. This is funny,10/7/16 9:26 PM,420,
I laugh die oooo. Nana 33333ba,10/7/16 9:30 PM,746,
And the winner is 😂😂😂😂,10/7/16 9:35 PM,187,
😂 😂 😂 😂 😂 21 gun salute,10/7/16 9:35 PM,355,
Heeerrr!!....masre saa go enter the Flagstaff House inside saf...lmfao....😂😂😂😂,10/7/16 9:39 PM,345,
Kalypo challenge is here!!!   Corn challenge loading is loading.....  Can't wait to see the sleeping and falling challenges.......,10/7/16 9:42 PM,548,
#Kalypochallenge,10/7/16 9:42 PM,591,
#DW4 CHANGE.  Kalypo challenge akye saa.  Change is coming.,10/7/16 9:44 PM,818,
I wish every food at all can be blended so you can drink like #kalypo instead of chewing .. tired of chewing food ahh 😒😒😠😠 #KalypoChallenge,10/7/16 9:47 PM,281,
Oh u pple shuld stop this kalypo thing b4 it gets out of hand. Lol,10/7/16 9:47 PM,830,
Kalypo challenge is here!!!    Corn challenge  is loading.....  Can't wait to see the sleeping and falling challenges....... Winter Coat in hot weather condition challenge. ...,10/7/16 9:53 PM,511,
"Kalypo here,kalypo there,kalipo everywhere, kalypo bowties on flick. #Kalypochallenge",10/7/16 9:54 PM,171,
Kalypo challenge happening inside Teshie Zongo,10/7/16 9:56 PM,977,
Me too I ve taken the kalypo foto some....oh hoh....me too I wan change..... But wait oooo....echk like the the whole social media me p3 dey suck...green color paper kalypo..... 3koraa x kalypo....I'm trending some....... #kalypochallenge,10/7/16 9:58 PM,201,
ayeka,10/7/16 10:10 PM,844,
Oga.....na whisky in bottle with kalyppo cover??????,10/7/16 10:11 PM,731,
Retweeted All Media Solutions (@allmediagh): #amsgh TT GHANA 21:27 1.#WordsToDescribeSARK 2.#MoGCSPMeetThePress... 3.Avram Grant 4.#KalypoChallenge 5.#Presec 6.#VOTEONISSUES 7.Uganda 8.Ta… See More,10/7/16 10:12 PM,473,
it can painooo #kalypochallenge.,10/7/16 10:13 PM,349,
Ahahahahaha aaaa Awurade,10/7/16 10:13 PM,704,
I weak saf ..😂😂😂😂,10/7/16 10:13 PM,1009,
this guy do all,10/7/16 10:19 PM,719,
I gve up  🙌🙌....goodnight #kalypochallenge,10/7/16 10:24 PM,486,
Hahaha. I think this is the best #kalypochallenge picture I have seen so far. I just can't think far!!!! Masre saaa. Ghana dey bee k3k3,10/7/16 10:26 PM,321,
Retweeted All Media Solutions (@allmediagh): #amsgh TT GHANA 21:47 1.#WordsToDescribeSARK 2.#MoGCSPMeetThePress... 3.Avram Grant 4.#KalypoChallenge 5.#Presec 6.#VOTEONISSUES 7.Uganda 8.Ta… See More,10/7/16 10:32 PM,472,
Retweeted Gavivina Okudzeto (@ian_okus):,10/7/16 10:32 PM,916,
U gotta be kidding me... I just died...😂😂😂😂😂😂😂.. Ghanaians play too much...eiii,10/7/16 10:38 PM,739,
😭😭😭 it can pain oh #kalypochallenge,10/7/16 10:41 PM,143,
This Designer Is Officially The Winner Of  The #kalypochallenge. Hand Made Kalyppo Juice Bow ties From Dieu Regne  http://braperucci.com/everybody-move-over-dieu-regne-bowti…/  #Stylegram #BowTies #ghanafashion #Menswear,10/7/16 10:41 PM,169,
I believe they know that their time is up. They are bewildered. ,10/7/16 10:41 PM,278,
Eno εno εno ... ah well,10/7/16 10:45 PM,714,
Enough entertainment for an extremely stressful week!,10/7/16 10:45 PM,802,
Ghanaian s play too much,10/7/16 10:54 PM,564,
I'm way up I feel blessed 😂😂😂😂,10/7/16 11:05 PM,754,
Aaaaaba!!!! So we dey use kalypo to cool engines too abi,10/7/16 11:06 PM,686,
"...so i went to gas station near gimpa to buy kalypo only for a gentleman at the entrance to tell me he just bought the last one i thought it was a joke, guys to my dismay the kalypo was finished when i enquired. ..this is really getting crazy...#Kalypochallenge",10/7/16 11:07 PM,398,
aboowa,10/7/16 11:12 PM,518,
Deputy National Organizer of the NPP Nuhu Bayobo Mahama.  #KalypoChallenge  @joyonlineghana @Citi973 @Joy997FM https://t.co/cEQf3iS32E,10/7/16 11:13 PM,854,
Eeeeeeiiih this calypo challenge saga di3😅😅😅😅I can't stop laughing,10/7/16 11:49 PM,1025,
"This kalypo challenge is turning into something else ooo, I can't stop laughing. Heerrrrhhhhh u guys do all",10/7/16 11:50 PM,955,
I'm done with y'all 😂😂😂😂😂😂😂,10/7/16 11:56 PM,261,
I die finsh,10/7/16 11:57 PM,573,
In fact this kalypo challenge is getting out of hand....  Eeeeeiiiii,10/8/16 12:02 AM,801,
Retweeted braperucci.com (@Bra_Perucci):,10/8/16 12:36 AM,310,
After a hard training I recommend kalypo #kalypochallenge,10/8/16 12:52 AM,183,
"Nana nie kalypo nie , y3 num saaaaa  NPP nie kalypo nie  y3 num aaaaaa ako vote  Amma Nana.",10/8/16 1:09 AM,602,
Had to share this Gayoyo my roommate. U do all Facebook celebrity one time,10/8/16 1:17 AM,147,
Retweeted BrA KaKaP3  (@3fo_Selormm):,10/8/16 1:20 AM,799,
Like seriously Ghanaians can we really joke. Anyway goodway of releasing tension in the country,10/8/16 2:15 AM,918,
I can't deal,10/8/16 2:36 AM,843,
Retweeted IG: YoungLordJiGGy (@BleSSedNi66A):,10/8/16 3:11 AM,332,
Retweeted IG: YoungLordJiGGy (@BleSSedNi66A):,10/8/16 3:11 AM,347,
The kalypolysis of the Ghanaian populace following the kslypolystic pose of the opposition leader has  really kalypotized the political atmosphere and terrorified those with kalypophobia. #KalypoChallenge,10/8/16 4:27 AM,412,
He. Deserves the ultimate award #Kalypochallenge,10/8/16 4:55 AM,666,
When a fulani  man participate's in kalypo challenge,10/8/16 5:30 AM,777,
Retweeted Ameyaw Debrah (@ameyaw112):,10/8/16 5:34 AM,580,
People are juz tkin d challenge to a new level😂😂😂😂😂😂😂,10/8/16 5:56 AM,974,
Oh My President,10/8/16 6:06 AM,635,
The virus is everywhere this is the Kalypo effect,10/8/16 6:22 AM,776,
Kalypo challenge all de way,10/8/16 6:27 AM,954,
Next time you will know how serious we are,10/8/16 6:37 AM,614,
As3moooo,10/8/16 6:49 AM,1031,
#KalypoChallenge.,10/8/16 6:50 AM,761,
Omg😹😂😹😂😂😂😂😂😂😹😹😹,10/8/16 6:53 AM,624,
Adjoa Camboo of Philosophy department where you dey koraaaah?,10/8/16 7:00 AM,258,
"RE - Kalypo Challenge, People should give us a break.  The last 4 days has seen social media, especially Facebook inundated with selfies of people drinking the fruit juice called Kalypo. These people are mainly supporters of the opposition party NPP.  A picture of their flagbearer, Nana Akufo Addo, drinking or sipping the fruit juice in his car after a campaign tour in far back 2012 was posted by his opponents in an attempt to mock him. Unfortunately for his detractors, the p...Continue Reading",10/8/16 7:04 AM,586,
😂😂😂😂😂😂😂,10/8/16 7:07 AM,767,
Herh ♤♤kalypo♤♤ hits international #KalypoChallenge,10/8/16 7:13 AM,264,
"So PNC sat down and watched CPP start a coconut challenge! Like seriously? Shouldn't they rather start ""eat a local cockerel challenge?",10/8/16 7:25 AM,314,
"Your challenge your compaign, #KalypoChallenge",10/8/16 7:26 AM,295,
Are you ready for our #kalypochallenge ?,10/8/16 7:34 AM,339,
This ain’t fair? Suck #Kalyppo I took the first selfie with two Kalyppo drinks at the #samedamntime @1future #KalypoChallenge #TopTen #Ghana https://t.co/06KPnQiGxQ,10/8/16 7:43 AM,439,
Retweeted All Media Solutions (@allmediagh): #amsgh TT GHANA 07:47 1.#WordsToDescribeSARK 2.#MoGCSPMeetThePress... 3.Avram Grant 4.#KalypoChallenge 5.Uganda 6.Tamale 7.#Presec 8.#Wildoutc… See More,10/8/16 7:51 AM,460,
"was thinking of buying one for de challenge, seeing dis dude",10/8/16 8:01 AM,338,
nooooooooooooooooo,10/8/16 8:06 AM,705,
Finally ders a winner,10/8/16 8:12 AM,890,
Retweeted Ama K Abebrese (@Ama_K_Abebrese):,10/8/16 8:14 AM,394,
#kalypochallenge people dey town,10/8/16 8:15 AM,7,
